algorithm,n_nodes,c,seed,total_time,K,history
degree_discount,1000,10,17,0.0715,502,"[[1000, 0.0], [509, 0.0172], [504, 0.0359], [502, 0.0537], [502, 0.0715]]"
degree_threshold,1000,10,17,0.0425,129,"[[1000, 0.0], [500, 0.0032], [250, 0.0089], [129, 0.0202], [129, 0.0425]]"
high_thetas,1000,10,17,0.0737,162,"[[1000, 0.0], [500, 0.0023], [250, 0.0076], [187, 0.0194], [171, 0.036], [163, 0.0523], [162, 0.0737], [162, 0.0737]]"
betweenness,1000,10,42,2.5114,503,"[[1000, 0.0], [503, 0.8369], [503, 2.5114]]"
degree,1000,10,42,0.0124,503,"[[1000, 0.0], [503, 0.0041], [503, 0.0124]]"
degree_connected,1000,10,42,1.0107,503,"[[1000, 0.0], [503, 0.3362], [503, 1.0107]]"
degree_discount,1000,10,42,0.0342,501,"[[1000, 0.0], [502, 0.0172], [501, 0.0342], [501, 0.0342]]"
degree_threshold,1000,10,42,0.0191,253,"[[1000, 0.0], [500, 0.0029], [253, 0.0083], [253, 0.0191]]"
high_thetas,1000,10,42,0.095,161,"[[1000, 0.0], [500, 0.0023], [250, 0.0081], [187, 0.0196], [171, 0.0381], [163, 0.0612], [161, 0.0896], [161, 0.095]]"
betweenness,1000,10,53,2.5088,503,"[[1000, 0.0], [503, 0.8352], [503, 2.5088]]"
degree,1000,10,53,0.0123,503,"[[1000, 0.0], [503, 0.0041], [503, 0.0123]]"
degree_connected,1000,10,53,1.0121,503,"[[1000, 0.0], [503, 0.336], [503, 1.0121]]"
degree_discount,1000,10,53,0.0324,502,"[[1000, 0.0], [502, 0.0163], [502, 0.0324]]"
degree_threshold,1000,10,53,0.0056,502,"[[1000, 0.0], [502, 0.0028], [502, 0.0056]]"
high_thetas,1000,10,53,0.1269,123,"[[1000, 0.0], [500, 0.0023], [250, 0.0068], [125, 0.0334], [123, 0.1097], [123, 0.1269]]"
betweenness,1000,10,99,5.0166,522,"[[1000, 0.0], [522, 0.8335], [522, 5.0166]]"
degree,1000,10,99,0.0215,513,"[[1000, 0.0], [513, 0.0047], [513, 0.0215]]"
degree_connected,1000,10,99,1.7138,513,"[[1000, 0.0], [513, 0.3348], [513, 1.7138]]"
degree_discount,1000,10,99,0.0858,512,"[[1000, 0.0], [512, 0.0173], [512, 0.0858]]"
degree_threshold,1000,10,99,0.0083,503,"[[1000, 0.0], [503, 0.0028], [503, 0.0083]]"
high_thetas,1000,10,99,0.1095,194,"[[1000, 0.0], [500, 0.0023], [250, 0.0088], [218, 0.0361], [202, 0.0549], [194, 0.0757], [194, 0.1095]]"
betweenness,1000,10,101,1.6733,502,"[[1000, 0.0], [502, 0.8369], [502, 1.6733]]"
degree,1000,10,101,0.014,503,"[[1000, 0.0], [503, 0.0047], [503, 0.014]]"
degree_connected,1000,10,101,1.0142,503,"[[1000, 0.0], [503, 0.3363], [503, 1.0142]]"
degree_discount,1000,10,101,0.05,504,"[[1000, 0.0], [504, 0.0167], [504, 0.05]]"
degree_threshold,1000,10,101,0.0189,253,"[[1000, 0.0], [500, 0.0032], [253, 0.0085], [253, 0.0189]]"
high_thetas,1000,10,101,0.0739,164,"[[1000, 0.0], [500, 0.0023], [250, 0.0081], [187, 0.0187], [171, 0.032], [167, 0.0467], [165, 0.0599], [164, 0.0738], [164, 0.0739]]"
betweenness,1000,20,1,5.0092,525,"[[1000, 0.0], [525, 0.8382], [525, 5.0092]]"
degree,1000,20,1,0.0228,526,"[[1000, 0.0], [526, 0.0039], [526, 0.0228]]"
degree_connected,1000,20,1,2.1207,526,"[[1000, 0.0], [526, 0.3347], [526, 2.1207]]"
degree_discount,1000,20,1,0.1121,540,"[[1000, 0.0], [540, 0.016], [540, 0.1121]]"
degree_threshold,1000,20,1,0.0083,504,"[[1000, 0.0], [504, 0.0028], [504, 0.0083]]"
high_thetas,1000,20,1,0.1209,145,"[[1000, 0.0], [500, 0.0023], [250, 0.0073], [187, 0.0168], [156, 0.0351], [148, 0.0638], [146, 0.0948], [145, 0.1209], [145, 0.1209]]"
betweenness,1000,20,2,5.2779,523,"[[1000, 0.0], [523, 0.9098], [523, 5.2779]]"
degree,1000,20,2,0.0237,524,"[[1000, 0.0], [524, 0.0041], [524, 0.0236]]"
degree_connected,1000,20,2,2.1191,523,"[[1000, 0.0], [523, 0.3362], [523, 2.1191]]"
degree_discount,1000,20,2,0.0664,507,"[[1000, 0.0], [507, 0.0173], [507, 0.0664]]"
degree_threshold,1000,20,2,0.0084,503,"[[1000, 0.0], [503, 0.0029], [503, 0.0084]]"
high_thetas,1000,20,2,0.056,188,"[[1000, 0.0], [500, 0.0023], [250, 0.0084], [218, 0.0177], [202, 0.026], [194, 0.035], [190, 0.045], [188, 0.056], [188, 0.056]]"
betweenness,1000,20,3,4.1767,509,"[[1000, 0.0], [509, 0.8432], [509, 4.1766]]"
degree,1000,20,3,0.0204,509,"[[1000, 0.0], [509, 0.0041], [509, 0.0204]]"
degree_connected,1000,20,3,1.7024,509,"[[1000, 0.0], [509, 0.3356], [509, 1.7024]]"
degree_discount,1000,20,3,0.0655,506,"[[1000, 0.0], [506, 0.0164], [506, 0.0655]]"
degree_threshold,1000,20,3,0.0083,503,"[[1000, 0.0], [503, 0.0028], [503, 0.0083]]"
high_thetas,1000,20,3,0.0738,199,"[[1000, 0.0], [500, 0.0027], [250, 0.008], [218, 0.0226], [202, 0.0366], [200, 0.0598], [199, 0.0738], [199, 0.0738]]"
betweenness,1000,20,7,4.1709,509,"[[1000, 0.0], [509, 0.8294], [509, 4.1709]]"
degree,1000,20,7,0.015,508,"[[1000, 0.0], [508, 0.0038], [508, 0.015]]"
degree_connected,1000,20,7,1.3676,508,"[[1000, 0.0], [508, 0.3348], [508, 1.3676]]"
degree_discount,1000,20,7,0.0702,508,"[[1000, 0.0], [508, 0.0171], [508, 0.0702]]"
degree_threshold,1000,20,7,0.0055,502,"[[1000, 0.0], [502, 0.0028], [502, 0.0055]]"
high_thetas,1000,20,7,0.0832,159,"[[1000, 0.0], [500, 0.0022], [250, 0.0076], [187, 0.0196], [171, 0.0395], [163, 0.0561], [159, 0.0742], [159, 0.0832]]"
betweenness,1000,20,13,3.3712,508,"[[1000, 0.0], [508, 0.8425], [508, 3.3712]]"
degree,1000,20,13,0.0203,509,"[[1000, 0.0], [509, 0.0041], [509, 0.0203]]"
degree_connected,1000,20,13,1.7232,509,"[[1000, 0.0], [509, 0.3396], [509, 1.7232]]"
degree_discount,1000,20,13,0.0801,510,"[[1000, 0.0], [510, 0.0154], [510, 0.0801]]"
degree_threshold,1000,20,13,0.0056,502,"[[1000, 0.0], [502, 0.0028], [502, 0.0056]]"
high_thetas,1000,20,13,0.0941,139,"[[1000, 0.0], [500, 0.0023], [250, 0.0068], [187, 0.0234], [156, 0.035], [140, 0.0497], [139, 0.0941], [139, 0.0941]]"
betweenness,1000,20,17,4.2399,519,"[[1000, 0.0], [522, 0.8444], [519, 1.689], [519, 4.2399]]"
degree,1000,20,17,0.0168,508,"[[1000, 0.0], [508, 0.0043], [508, 0.0168]]"
degree_connected,1000,20,17,1.3708,508,"[[1000, 0.0], [508, 0.3374], [508, 1.3708]]"
degree_discount,1000,20,17,0.0679,507,"[[1000, 0.0], [507, 0.017], [507, 0.0679]]"
degree_threshold,1000,20,17,0.0083,504,"[[1000, 0.0], [504, 0.0028], [504, 0.0083]]"
high_thetas,1000,20,17,0.0607,170,"[[1000, 0.0], [500, 0.0023], [250, 0.0075], [187, 0.0199], [171, 0.0365], [170, 0.0607], [170, 0.0607]]"
betweenness,1000,20,42,3.3731,506,"[[1000, 0.0], [506, 0.8448], [506, 3.3731]]"
degree,1000,20,42,0.0181,506,"[[1000, 0.0], [506, 0.0046], [506, 0.0181]]"
degree_connected,1000,20,42,1.3697,506,"[[1000, 0.0], [506, 0.3389], [506, 1.3697]]"
degree_discount,1000,20,42,0.0639,507,"[[1000, 0.0], [507, 0.0161], [507, 0.0639]]"
degree_threshold,1000,20,42,0.0055,502,"[[1000, 0.0], [502, 0.0028], [502, 0.0055]]"
high_thetas,1000,20,42,0.0704,167,"[[1000, 0.0], [500, 0.0022], [250, 0.0085], [187, 0.0211], [171, 0.0399], [167, 0.0628], [167, 0.0704]]"
betweenness,1000,20,53,3.3548,508,"[[1000, 0.0], [508, 0.8416], [508, 3.3548]]"
degree,1000,20,53,0.0239,522,"[[1000, 0.0], [522, 0.0038], [522, 0.0239]]"
degree_connected,1000,20,53,2.1077,522,"[[1000, 0.0], [522, 0.3361], [522, 2.1077]]"
degree_discount,1000,20,53,0.066,508,"[[1000, 0.0], [508, 0.0165], [508, 0.066]]"
degree_threshold,1000,20,53,0.0082,504,"[[1000, 0.0], [504, 0.0028], [504, 0.0082]]"
high_thetas,1000,20,53,0.145,133,"[[1000, 0.0], [500, 0.0022], [250, 0.0067], [187, 0.0222], [156, 0.0365], [140, 0.0559], [136, 0.093], [134, 0.1182], [133, 0.145], [133, 0.145]]"
betweenness,1000,20,99,5.0298,529,"[[1000, 0.0], [529, 0.8353], [529, 5.0298]]"
degree,1000,20,99,0.0225,529,"[[1000, 0.0], [529, 0.0039], [529, 0.0225]]"
degree_connected,1000,20,99,2.1268,529,"[[1000, 0.0], [529, 0.3335], [529, 2.1267]]"
degree_discount,1000,20,99,0.0928,523,"[[1000, 0.0], [523, 0.0154], [523, 0.0928]]"
degree_threshold,1000,20,99,0.0084,504,"[[1000, 0.0], [504, 0.0029], [504, 0.0084]]"
high_thetas,1000,20,99,0.0995,205,"[[1000, 0.0], [500, 0.0023], [250, 0.0089], [218, 0.027], [210, 0.0531], [206, 0.0696], [205, 0.0995], [205, 0.0995]]"
betweenness,1000,20,101,3.3601,508,"[[1000, 0.0], [508, 0.8384], [508, 3.3601]]"
degree,1000,20,101,0.0185,508,"[[1000, 0.0], [508, 0.0047], [508, 0.0185]]"
degree_connected,1000,20,101,2.1174,523,"[[1000, 0.0], [523, 0.337], [523, 2.1174]]"
degree_discount,1000,20,101,0.0637,508,"[[1000, 0.0], [508, 0.0163], [508, 0.0637]]"
degree_threshold,1000,20,101,0.0069,503,"[[1000, 0.0], [503, 0.0024], [503, 0.0069]]"
high_thetas,1000,20,101,0.0469,178,"[[1000, 0.0], [500, 0.0022], [250, 0.0079], [187, 0.0183], [179, 0.0322], [178, 0.0469], [178, 0.0469]]"
betweenness,2000,1,1,10.4126,1004,"[[2000, 0.0], [1004, 3.4545], [1004, 10.4126]]"
degree,2000,1,1,0.1764,561,"[[2000, 0.0], [1000, 0.0128], [615, 0.0604], [561, 0.1003], [561, 0.1764]]"
degree_connected,2000,1,1,6.0452,561,"[[2000, 0.0], [1000, 2.4638], [615, 3.2458], [561, 4.1749], [561, 6.0452]]"
degree_discount,2000,1,1,0.6562,586,"[[2000, 0.0], [1000, 0.0578], [615, 0.1357], [586, 0.3107], [586, 0.6562]]"
degree_threshold,2000,1,1,0.1188,254,"[[2000, 0.0], [1000, 0.0058], [500, 0.0193], [254, 0.0526], [254, 0.1188]]"
high_thetas,2000,1,1,0.2884,301,"[[2000, 0.0], [1000, 0.0055], [500, 0.0172], [375, 0.0406], [312, 0.081], [304, 0.159], [302, 0.2314], [301, 0.2884], [301, 0.2884]]"
betweenness,2000,1,2,10.3988,1003,"[[2000, 0.0], [1003, 3.4593], [1003, 10.3988]]"
degree,2000,1,2,0.0377,1003,"[[2000, 0.0], [1003, 0.0126], [1003, 0.0377]]"
degree_connected,2000,1,2,7.3244,1003,"[[2000, 0.0], [1003, 2.4387], [1003, 7.3244]]"
degree_discount,2000,1,2,0.1452,1001,"[[2000, 0.0], [1005, 0.0506], [1002, 0.0983], [1001, 0.1452], [1001, 0.1452]]"
degree_threshold,2000,1,2,0.0995,253,"[[2000, 0.0], [1000, 0.0065], [500, 0.0197], [253, 0.0464], [253, 0.0995]]"
high_thetas,2000,1,2,0.1475,331,"[[2000, 0.0], [1000, 0.0046], [500, 0.0174], [375, 0.0418], [343, 0.0733], [335, 0.1077], [331, 0.1384], [331, 0.1475]]"
betweenness,2000,1,3,13.7,1008,"[[2000, 0.0], [1008, 3.4326], [1008, 13.7]]"
degree,2000,1,3,0.0497,1011,"[[2000, 0.0], [1011, 0.0087], [1011, 0.0497]]"
degree_connected,2000,1,3,9.8117,1008,"[[2000, 0.0], [1008, 2.4408], [1008, 9.8117]]"
degree_discount,2000,1,3,0.3479,512,"[[2000, 0.0], [1000, 0.0498], [512, 0.1099], [512, 0.3479]]"
degree_threshold,2000,1,3,0.129,261,"[[2000, 0.0], [1000, 0.0074], [500, 0.0248], [261, 0.0463], [261, 0.129]]"
high_thetas,2000,1,3,0.1968,348,"[[2000, 0.0], [1000, 0.0055], [500, 0.016], [375, 0.0398], [359, 0.0789], [351, 0.1131], [349, 0.1591], [348, 0.1968], [348, 0.1968]]"
betweenness,2000,1,7,38.1864,193,"[[2000, 0.0], [1000, 3.4172], [500, 6.851], [250, 10.3117], [218, 20.6971], [202, 24.1837], [194, 27.7022], [193, 38.1864], [193, 38.1864]]"
degree,2000,1,7,0.7397,196,"[[2000, 0.0], [1000, 0.0113], [500, 0.0344], [250, 0.0958], [218, 0.2698], [202, 0.3885], [198, 0.5647], [196, 0.6832], [196, 0.7397]]"
degree_connected,2000,1,7,5.2194,204,"[[2000, 0.0], [1000, 2.4558], [500, 3.2021], [250, 3.4776], [218, 4.028], [210, 4.4893], [206, 4.7493], [204, 5.0106], [204, 5.2194]]"
degree_discount,2000,1,7,0.9849,443,"[[2000, 0.0], [1000, 0.0515], [500, 0.1449], [446, 0.3178], [443, 0.5657], [443, 0.9849]]"
degree_threshold,2000,1,7,0.7968,106,"[[2000, 0.0], [1000, 0.0065], [500, 0.0181], [250, 0.0425], [125, 0.1202], [109, 0.3249], [107, 0.6642], [106, 0.7968], [106, 0.7968]]"
high_thetas,2000,1,7,0.3196,299,"[[2000, 0.0], [1000, 0.0045], [500, 0.015], [375, 0.0404], [312, 0.0869], [304, 0.1693], [300, 0.2379], [299, 0.3196], [299, 0.3196]]"
betweenness,2000,1,13,24.4948,260,"[[2000, 0.0], [1000, 3.4494], [500, 6.9302], [260, 10.4291], [260, 24.4948]]"
degree,2000,1,13,0.102,501,"[[2000, 0.0], [1000, 0.0087], [508, 0.0291], [504, 0.0534], [502, 0.0777], [501, 0.102], [501, 0.102]]"
degree_connected,2000,1,13,5.4511,508,"[[2000, 0.0], [1000, 2.4338], [508, 3.1778], [508, 5.4511]]"
degree_discount,2000,1,13,0.1985,1006,"[[2000, 0.0], [1006, 0.0506], [1006, 0.1985]]"
degree_threshold,2000,1,13,0.3393,137,"[[2000, 0.0], [1000, 0.0058], [500, 0.0167], [250, 0.0409], [137, 0.108], [137, 0.3393]]"
high_thetas,2000,1,13,0.2816,257,"[[2000, 0.0], [1000, 0.0046], [500, 0.0137], [375, 0.0538], [312, 0.0755], [281, 0.103], [265, 0.1398], [257, 0.1976], [257, 0.2816]]"
betweenness,2000,1,17,38.3002,344,"[[2000, 0.0], [1000, 3.446], [500, 6.9242], [461, 10.4048], [355, 13.9163], [348, 27.8489], [344, 31.3426], [344, 38.3002]]"
degree,2000,1,17,0.4766,322,"[[2000, 0.0], [1000, 0.013], [500, 0.0426], [458, 0.0869], [354, 0.1437], [328, 0.2366], [324, 0.406], [322, 0.4766], [322, 0.4766]]"
degree_connected,2000,1,17,6.6793,338,"[[2000, 0.0], [1000, 2.4364], [500, 3.1873], [454, 3.4445], [352, 3.8939], [339, 5.0434], [338, 6.6793], [338, 6.6793]]"
degree_discount,2000,1,17,0.394,522,"[[2000, 0.0], [1000, 0.0502], [531, 0.1176], [522, 0.189], [522, 0.394]]"
degree_threshold,2000,1,17,0.7187,111,"[[2000, 0.0], [1000, 0.0066], [500, 0.02], [250, 0.0513], [125, 0.136], [117, 0.4373], [113, 0.5388], [111, 0.6497], [111, 0.7187]]"
high_thetas,2000,1,17,0.1457,340,"[[2000, 0.0], [1000, 0.0048], [500, 0.0167], [375, 0.0414], [343, 0.0727], [341, 0.1176], [340, 0.1457], [340, 0.1457]]"
betweenness,2000,1,42,20.683,512,"[[2000, 0.0], [1000, 3.4274], [512, 6.8803], [512, 20.683]]"
degree,2000,1,42,0.392,294,"[[2000, 0.0], [1000, 0.0101], [500, 0.0332], [294, 0.1012], [294, 0.392]]"
degree_connected,2000,1,42,5.4041,293,"[[2000, 0.0], [1000, 2.4479], [500, 3.197], [293, 3.4775], [293, 5.4041]]"
degree_discount,2000,1,42,0.3752,505,"[[2000, 0.0], [1000, 0.0495], [512, 0.1096], [506, 0.1751], [505, 0.3752], [505, 0.3752]]"
degree_threshold,2000,1,42,0.7418,119,"[[2000, 0.0], [1000, 0.0056], [500, 0.0163], [250, 0.0412], [125, 0.1274], [121, 0.5454], [119, 0.6479], [119, 0.7418]]"
high_thetas,2000,1,42,0.2029,321,"[[2000, 0.0], [1000, 0.0046], [500, 0.0154], [375, 0.0372], [343, 0.0684], [327, 0.1024], [323, 0.1507], [321, 0.191], [321, 0.2029]]"
betweenness,2000,1,53,38.4813,190,"[[2000, 0.0], [1000, 3.4284], [500, 6.8684], [250, 10.3501], [218, 20.8126], [202, 24.3462], [194, 27.8843], [190, 31.4512], [190, 38.4812]]"
degree,2000,1,53,0.5728,230,"[[2000, 0.0], [1000, 0.0105], [500, 0.0345], [250, 0.0992], [234, 0.3415], [230, 0.4719], [230, 0.5728]]"
degree_connected,2000,1,53,5.3302,242,"[[2000, 0.0], [1000, 2.4444], [500, 3.1914], [250, 3.4777], [242, 4.5672], [242, 5.3302]]"
degree_discount,2000,1,53,1.4727,214,"[[2000, 0.0], [1000, 0.0446], [500, 0.1027], [250, 0.2288], [218, 0.6979], [214, 1.1677], [214, 1.4727]]"
degree_threshold,2000,1,53,0.6682,97,"[[2000, 0.0], [1000, 0.0057], [500, 0.0173], [250, 0.043], [125, 0.1065], [109, 0.3108], [101, 0.4], [97, 0.5014], [97, 0.6682]]"
high_thetas,2000,1,53,0.4783,271,"[[2000, 0.0], [1000, 0.0046], [500, 0.014], [375, 0.0415], [312, 0.0739], [281, 0.1339], [273, 0.2569], [271, 0.4155], [271, 0.4783]]"
betweenness,2000,1,99,20.8244,515,"[[2000, 0.0], [1000, 3.46], [515, 6.9304], [515, 20.8244]]"
degree,2000,1,99,0.1858,521,"[[2000, 0.0], [1000, 0.0128], [521, 0.0435], [521, 0.1858]]"
degree_connected,2000,1,99,6.3225,516,"[[2000, 0.0], [1000, 2.4386], [516, 3.192], [516, 6.3225]]"
degree_discount,2000,1,99,0.2813,1017,"[[2000, 0.0], [1017, 0.0482], [1017, 0.2813]]"
degree_threshold,2000,1,99,0.1429,258,"[[2000, 0.0], [1000, 0.0072], [500, 0.0213], [258, 0.0527], [258, 0.1429]]"
high_thetas,2000,1,99,0.3443,354,"[[2000, 0.0], [1000, 0.0046], [500, 0.0171], [375, 0.0598], [359, 0.1514], [355, 0.2489], [354, 0.3443], [354, 0.3443]]"
betweenness,2000,1,101,10.4752,502,"[[2000, 0.0], [1000, 3.4804], [502, 6.9851], [502, 10.4752]]"
degree,2000,1,101,0.0536,502,"[[2000, 0.0], [1000, 0.0114], [502, 0.0325], [502, 0.0536]]"
degree_connected,2000,1,101,3.9526,502,"[[2000, 0.0], [1000, 2.4531], [502, 3.2012], [502, 3.9526]]"
degree_discount,2000,1,101,0.3573,252,"[[2000, 0.0], [1000, 0.0478], [500, 0.1153], [252, 0.2415], [252, 0.3573]]"
degree_threshold,2000,1,101,0.0626,252,"[[2000, 0.0], [1000, 0.0074], [500, 0.019], [252, 0.0409], [252, 0.0626]]"
high_thetas,2000,1,101,0.213,306,"[[2000, 0.0], [1000, 0.0047], [500, 0.0155], [375, 0.0427], [312, 0.0796], [308, 0.1566], [306, 0.1972], [306, 0.213]]"
betweenness,2000,5,1,10.3484,1004,"[[2000, 0.0], [1004, 3.4505], [1004, 10.3484]]"
degree,2000,5,1,0.0368,1004,"[[2000, 0.0], [1004, 0.0123], [1004, 0.0368]]"
degree_connected,2000,5,1,7.395,1004,"[[2000, 0.0], [1004, 2.4572], [1004, 7.395]]"
degree_discount,2000,5,1,0.1482,1005,"[[2000, 0.0], [1006, 0.0503], [1005, 0.1001], [1005, 0.1482]]"
degree_threshold,2000,5,1,0.0315,502,"[[2000, 0.0], [1000, 0.0058], [502, 0.0187], [502, 0.0315]]"
high_thetas,2000,5,1,0.2593,302,"[[2000, 0.0], [1000, 0.0056], [500, 0.0172], [375, 0.0444], [312, 0.0834], [304, 0.1594], [302, 0.235], [302, 0.2593]]"
betweenness,2000,5,2,13.8743,1008,"[[2000, 0.0], [1008, 3.4699], [1008, 13.8743]]"
degree,2000,5,2,0.047,1012,"[[2000, 0.0], [1012, 0.0095], [1012, 0.047]]"
degree_connected,2000,5,2,12.3056,1012,"[[2000, 0.0], [1012, 2.4291], [1012, 12.3056]]"
degree_discount,2000,5,2,0.2728,503,"[[2000, 0.0], [1000, 0.0492], [503, 0.1198], [503, 0.2728]]"
degree_threshold,2000,5,2,0.0312,502,"[[2000, 0.0], [1000, 0.0065], [502, 0.0189], [502, 0.0312]]"
high_thetas,2000,5,2,0.1735,329,"[[2000, 0.0], [1000, 0.0046], [500, 0.0174], [375, 0.0419], [343, 0.0738], [335, 0.1083], [331, 0.1388], [329, 0.1692], [329, 0.1735]]"
betweenness,2000,5,3,17.3145,1010,"[[2000, 0.0], [1010, 3.4536], [1010, 17.3145]]"
degree,2000,5,3,0.0449,1012,"[[2000, 0.0], [1012, 0.0085], [1012, 0.0449]]"
degree_connected,2000,5,3,12.2814,1010,"[[2000, 0.0], [1010, 2.4327], [1010, 12.2814]]"
degree_discount,2000,5,3,0.1851,1007,"[[2000, 0.0], [1008, 0.0484], [1007, 0.1851], [1007, 0.1851]]"
degree_threshold,2000,5,3,0.0128,1002,"[[2000, 0.0], [1002, 0.0064], [1002, 0.0128]]"
high_thetas,2000,5,3,0.1983,348,"[[2000, 0.0], [1000, 0.0046], [500, 0.0148], [375, 0.038], [359, 0.0777], [351, 0.113], [349, 0.1595], [348, 0.1983], [348, 0.1983]]"
betweenness,2000,5,7,24.2022,517,"[[2000, 0.0], [1000, 3.4426], [517, 6.9135], [517, 24.2022]]"
degree,2000,5,7,0.1276,517,"[[2000, 0.0], [1000, 0.0119], [517, 0.0314], [517, 0.1276]]"
degree_connected,2000,5,7,3.9457,502,"[[2000, 0.0], [1000, 2.4535], [502, 3.1976], [502, 3.9457]]"
degree_discount,2000,5,7,0.474,522,"[[2000, 0.0], [1000, 0.0533], [522, 0.1299], [522, 0.474]]"
degree_threshold,2000,5,7,0.4177,143,"[[2000, 0.0], [1000, 0.0064], [500, 0.018], [250, 0.0441], [143, 0.1216], [143, 0.4177]]"
high_thetas,2000,5,7,0.2813,300,"[[2000, 0.0], [1000, 0.0047], [500, 0.0155], [375, 0.0431], [312, 0.0832], [304, 0.1726], [300, 0.2365], [300, 0.2813]]"
betweenness,2000,5,13,17.3846,507,"[[2000, 0.0], [1000, 3.468], [507, 6.9476], [507, 17.3846]]"
degree,2000,5,13,0.1133,512,"[[2000, 0.0], [1000, 0.0095], [512, 0.0297], [512, 0.1133]]"
degree_connected,2000,5,13,6.2507,512,"[[2000, 0.0], [1000, 2.4376], [512, 3.1819], [512, 6.2507]]"
degree_discount,2000,5,13,0.2283,1011,"[[2000, 0.0], [1011, 0.0478], [1011, 0.2283]]"
degree_threshold,2000,5,13,0.0838,254,"[[2000, 0.0], [1000, 0.0058], [500, 0.0167], [254, 0.0393], [254, 0.0838]]"
high_thetas,2000,5,13,0.294,258,"[[2000, 0.0], [1000, 0.0046], [500, 0.014], [375, 0.0547], [312, 0.0765], [281, 0.1043], [265, 0.1425], [261, 0.2032], [259, 0.2472], [258, 0.294], [258, 0.294]]"
betweenness,2000,5,17,10.4252,1003,"[[2000, 0.0], [1003, 3.4719], [1003, 10.4252]]"
degree,2000,5,17,0.0356,1003,"[[2000, 0.0], [1003, 0.0119], [1003, 0.0356]]"
degree_connected,2000,5,17,7.3183,1003,"[[2000, 0.0], [1003, 2.4354], [1003, 7.3183]]"
degree_discount,2000,5,17,0.1422,1004,"[[2000, 0.0], [1004, 0.0503], [1004, 0.1422]]"
degree_threshold,2000,5,17,0.0115,1002,"[[2000, 0.0], [1002, 0.0058], [1002, 0.0115]]"
high_thetas,2000,5,17,0.1477,340,"[[2000, 0.0], [1000, 0.0047], [500, 0.0167], [375, 0.0402], [343, 0.0731], [341, 0.1189], [340, 0.1477], [340, 0.1477]]"
betweenness,2000,5,42,20.8673,514,"[[2000, 0.0], [1000, 3.4692], [514, 6.9423], [514, 20.8673]]"
degree,2000,5,42,0.102,508,"[[2000, 0.0], [1000, 0.0102], [508, 0.0337], [508, 0.102]]"
degree_connected,2000,5,42,5.4892,508,"[[2000, 0.0], [1000, 2.4497], [508, 3.199], [508, 5.4892]]"
degree_discount,2000,5,42,0.1384,1003,"[[2000, 0.0], [1003, 0.0481], [1003, 0.1384]]"
degree_threshold,2000,5,42,0.3831,173,"[[2000, 0.0], [1000, 0.0056], [500, 0.0164], [250, 0.0423], [173, 0.1209], [173, 0.3831]]"
high_thetas,2000,5,42,0.1791,319,"[[2000, 0.0], [1000, 0.0046], [500, 0.0153], [375, 0.0371], [343, 0.0681], [327, 0.1037], [319, 0.1469], [319, 0.1791]]"
betweenness,2000,5,53,6.876,1002,"[[2000, 0.0], [1002, 3.4397], [1002, 6.876]]"
degree,2000,5,53,0.0578,502,"[[2000, 0.0], [1000, 0.0102], [502, 0.0338], [502, 0.0578]]"
degree_connected,2000,5,53,3.9606,502,"[[2000, 0.0], [1000, 2.4553], [502, 3.2066], [502, 3.9606]]"
degree_discount,2000,5,53,0.3768,251,"[[2000, 0.0], [1000, 0.0464], [500, 0.1053], [252, 0.244], [251, 0.3768], [251, 0.3768]]"
degree_threshold,2000,5,53,0.0678,252,"[[2000, 0.0], [1000, 0.0056], [500, 0.017], [252, 0.0425], [252, 0.0678]]"
high_thetas,2000,5,53,0.4664,274,"[[2000, 0.0], [1000, 0.0046], [500, 0.014], [375, 0.0413], [312, 0.0751], [281, 0.1369], [277, 0.3212], [275, 0.3929], [274, 0.4664], [274, 0.4664]]"
betweenness,2000,5,99,13.8191,1007,"[[2000, 0.0], [1007, 3.45], [1007, 13.819]]"
degree,2000,5,99,0.0335,1004,"[[2000, 0.0], [1004, 0.0113], [1004, 0.0335]]"
degree_connected,2000,5,99,7.3344,1004,"[[2000, 0.0], [1004, 2.4386], [1004, 7.3344]]"
degree_discount,2000,5,99,0.2256,1015,"[[2000, 0.0], [1015, 0.0458], [1015, 0.2256]]"
degree_threshold,2000,5,99,0.0131,1002,"[[2000, 0.0], [1002, 0.0066], [1002, 0.0131]]"
high_thetas,2000,5,99,0.4115,352,"[[2000, 0.0], [1000, 0.0047], [500, 0.0177], [375, 0.0622], [359, 0.1491], [355, 0.2531], [353, 0.3279], [352, 0.4115], [352, 0.4115]]"
betweenness,2000,5,101,10.4039,502,"[[2000, 0.0], [1000, 3.4628], [502, 6.931], [502, 10.4039]]"
degree,2000,5,101,0.0556,502,"[[2000, 0.0], [1000, 0.0111], [502, 0.0334], [502, 0.0556]]"
degree_connected,2000,5,101,3.9519,502,"[[2000, 0.0], [1000, 2.4472], [502, 3.1983], [502, 3.9519]]"
degree_discount,2000,5,101,0.0969,1001,"[[2000, 0.0], [1002, 0.0483], [1001, 0.0969], [1001, 0.0969]]"
degree_threshold,2000,5,101,0.063,252,"[[2000, 0.0], [1000, 0.0072], [500, 0.0186], [252, 0.0409], [252, 0.063]]"
high_thetas,2000,5,101,0.1925,304,"[[2000, 0.0], [1000, 0.0046], [500, 0.0152], [375, 0.0423], [312, 0.0789], [304, 0.1463], [304, 0.1925]]"
